Year     Age      Female         Male        Total
1953    91       2681.17       969.08      3650.25
1953    92       2074.14       737.06      2811.20
1953    93       1336.10       426.04      1762.14
1953    94        886.06       339.04      1225.10
1953    95        590.05       194.02       784.07
1953    96        364.02       111.01       475.03
1953    97        251.02        79.00       330.02
1953    98        138.00        38.00       176.00
1953    99         60.00        23.00        83.00
1953   100         32.00        14.00        46.00
1953   101         22.00         8.00        30.00
1953   102         14.00        10.00        24.00
1953   103          9.00         7.00        16.00
1953   104          4.00         3.00         7.00
1953   105          2.00         1.00         3.00
1953   106          2.00         0.00         2.00
1953   107          2.00         0.00         2.00
1953   108          2.00         0.00         2.00
1953   109          0.00         0.00         0.00
1953   110+         1.00         0.00         1.00
1954     0     879974.19    919527.71   1799501.90
1954     1     931673.75    972425.68   1904099.43
1954     2     983466.56   1023369.73   2006836.29
1954     3    1076672.46   1131022.73   2207695.19
1954     4    1214777.83   1256310.06   2471087.89
1954     5    1200791.58   1251591.27   2452382.85
1954     6    1165314.21   1214401.86   2379716.07
1954     7     829112.77    867618.31   1696731.08
1954     8     745767.13    768256.59   1514023.72
1954     9     937805.89    963004.81   1900810.70
1954    10     967585.19    989602.71   1957187.90
1954    11     949953.96    975391.54   1925345.50
1954    12     983880.71   1008669.29   1992550.00
1954    13     903438.14    925949.86   1829388.00
1954    14     800870.04    813913.14   1614783.18
1954    15     792597.88    810631.92   1603229.80
1954    16     902965.44    914533.82   1817499.26
1954    17     860082.16    870643.21   1730725.37
1954    18     892545.78    903092.72   1795638.50
1954    19     825767.49    826508.42   1652275.91
1954    20     842488.46    847090.06   1689578.52
1954    21     855325.04    861621.78   1716946.82
1954    22     816039.38    815733.38   1631772.76
1954    23     794074.84    799754.09   1593828.93
1954    24     779243.40    767429.95   1546673.35
1954    25     780578.34    771200.06   1551778.40
1954    26     740581.35    729388.25   1469969.60
1954    27     748864.14    734236.48   1483100.62
1954    28     726077.39    677247.94   1403325.33
1954    29     678807.06    616854.37   1295661.43
1954    30     675862.93    552261.15   1228124.08
1954    31     635828.02    496660.15   1132488.17
1954    32     630939.07    482453.96   1113393.03
1954    33     633584.48    494767.29   1128351.77
1954    34     548688.66    448327.69    997016.35
1954    35     529692.85    439141.04    968833.89
1954    36     543595.31    454887.23    998482.54
1954    37     541328.49    461043.64   1002372.13
1954    38     533174.62    463937.66    997112.28
1954    39     543942.84    478087.79   1022030.63
1954    40     522197.09    465518.89    987715.98
1954    41     526006.97    462766.87    988773.84
1954    42     509791.90    456093.46    965885.36
1954    43     487055.86    450438.03    937493.89
1954    44     484768.30    446913.21    931681.51
1954    45     458713.11    437612.10    896325.21
1954    46     457717.37    431336.18    889053.55
1954    47     360950.81    383543.49    744494.30
1954    48     412323.56    394811.67    807135.23
1954    49     375376.88    380545.60    755922.48
1954    50     393301.45    396317.29    789618.74
1954    51     396855.96    399840.87    796696.83
1954    52     376497.75    385880.64    762378.39
1954    53     357734.55    358350.23    716084.78
1954    54     329242.35    341050.69    670293.04
1954    55     330483.00    335385.78    665868.78
1954    56     319135.48    321916.70    641052.18
1954    57     298196.22    301113.90    599310.12
1954    58     293412.84    292026.69    585439.53
1954    59     276612.00    276817.69    553429.69
1954    60     257371.60    254725.44    512097.04
1954    61     263190.26    253958.18    517148.44
1954    62     224091.00    215717.20    439808.20
1954    63     240352.87    224059.11    464411.98
1954    64     248891.73    225772.24    474663.97
1954    65     223950.33    207764.09    431714.42
1954    66     203748.02    178777.19    382525.21
1954    67     199682.90    170545.31    370228.21
1954    68     187033.48    153408.21    340441.69
1954    69     179750.30    143896.35    323646.65
1954    70     177702.56    135146.81    312849.37
1954    71     167617.35    125099.84    292717.19
1954    72     155540.65    115423.91    270964.56
1954    73     142435.42    101962.28    244397.70
1954    74     134122.07     93232.51    227354.58
1954    75     123671.01     84075.01    207746.02
1954    76     114052.98     73240.78    187293.76
1954    77     103778.44     66157.41    169935.85
1954    78      84327.38     52411.37    136738.75
1954    79      74169.68     43788.34    117958.02
1954    80      63583.32     36840.50    100423.82
1954    81      48026.05     27280.99     75307.04
1954    82      37650.45     20531.56     58182.01
1954    83      30330.48     15380.07     45710.55
1954    84      25688.70     12507.88     38196.58
1954    85      23598.59     11241.85     34840.44
1954    86      16161.49      7198.53     23360.02
1954    87      12484.39      5437.42     17921.81
