Year     Age      Female         Male        Total
1980    35     924870.28    920857.05   1845727.33
1980    36     955826.74    950564.64   1906391.38
1980    37     938554.28    939681.41   1878235.69
1980    38     966607.83    962328.33   1928936.16
1980    39     893868.21    891604.48   1785472.69
1980    40     783938.80    779246.44   1563185.24
1980    41     778009.65    777183.03   1555192.68
1980    42     880402.59    873599.86   1754002.45
1980    43     831919.86    831123.09   1663042.95
1980    44     868413.70    867799.23   1736212.93
1980    45     796272.49    789363.39   1585635.88
1980    46     813300.41    810650.58   1623950.99
1980    47     821957.25    823621.39   1645578.64
1980    48     781117.71    776504.12   1557621.83
1980    49     764325.38    765081.25   1529406.63
1980    50     744612.44    729634.70   1474247.14
1980    51     744920.20    729938.96   1474859.16
1980    52     705384.32    681455.73   1386840.05
1980    53     707961.83    680668.87   1388630.70
1980    54     687444.27    627280.49   1314724.76
1980    55     637635.07    563982.37   1201617.44
1980    56     631777.89    499534.50   1131312.39
1980    57     593848.67    447115.59   1040964.26
1980    58     586321.61    428165.24   1014486.85
1980    59     584851.24    434339.59   1019190.83
1980    60     499295.51    387329.68    886625.19
1980    61     480680.19    373428.17    854108.36
1980    62     486074.57    380834.73    866909.30
1980    63     481206.26    379698.84    860905.10
1980    64     469741.41    375143.80    844885.21
1980    65     469646.21    376032.49    845678.70
1980    66     450329.16    357965.18    808294.34
1980    67     442265.11    345780.97    788046.08
1980    68     420758.41    328901.56    749659.97
1980    69     404073.92    317644.48    721718.40
1980    70     385074.91    299172.90    684247.81
1980    71     351960.83    279106.24    631067.07
1980    72     342623.02    261904.35    604527.37
1980    73     268129.11    220686.30    488815.41
1980    74     288228.86    213253.70    501482.56
1980    75     254624.27    193039.33    447663.60
1980    76     254080.70    185807.02    439887.72
1980    77     239350.64    171866.51    411217.15
1980    78     216919.04    151426.86    368345.90
1980    79     190099.00    128171.22    318270.22
1980    80     163421.64    110106.31    273527.95
1980    81     152853.31     95640.50    248493.81
1980    82     128789.35     79305.40    208094.75
1980    83     108718.22     63949.44    172667.66
1980    84      91663.82     52973.49    144637.31
1980    85      75075.46     41838.51    116913.97
1980    86      61227.71     31939.86     93167.57
1980    87      50453.61     24959.74     75413.35
1980    88      35959.79     17302.24     53262.03
1980    89      29628.54     13830.29     43458.83
1980    90      24935.62     10531.50     35467.12
1980    91      18138.34      7347.92     25486.26
1980    92      11885.19      4478.53     16363.72
1980    93       8620.56      3087.44     11708.00
1980    94       5600.00      1876.46      7476.46
1980    95       3815.68      1271.97      5087.65
1980    96       2666.47       762.56      3429.03
1980    97       1637.28       487.35      2124.63
1980    98       1024.15       292.23      1316.38
1980    99        597.10       123.08       720.18
1980   100        339.03        90.07       429.10
1980   101        204.03        50.04       254.07
1980   102        104.00        22.00       126.00
1980   103         56.00         4.00        60.00
1980   104         29.00         3.00        32.00
1980   105         10.00         2.00        12.00
1980   106          6.00         0.00         6.00
1980   107          2.00         2.00         4.00
1980   108          3.00         0.00         3.00
1980   109          0.00         0.00         0.00
1980   110+         0.00         1.00         1.00
1981     0     758106.00    799434.89   1557540.89
1981     1     788241.83    831483.92   1619725.75
1981     2     824338.08    866140.78   1690478.86
1981     3     841747.88    884790.24   1726538.12
1981     4     880258.14    927088.87   1807347.01
1981     5     916186.10    963865.90   1880052.00
1981     6     975332.18   1028334.11   2003666.29
1981     7    1004428.23   1054034.50   2058462.73
1981     8     987152.79   1038624.83   2025777.62
1981     9     966949.99   1018533.19   1985483.18
1981    10     938915.71    990327.42   1929243.13
1981    11     910856.72    960976.71   1871833.43
1981    12     901962.98    951053.09   1853016.07
1981    13     942161.22    983452.85   1925614.07
1981    14     653727.66    697277.90   1351005.56
1981    15     885730.46    924183.70   1809914.16
1981    16     829434.10    870403.63   1699837.73
1981    17     801034.27    836507.66   1637541.93
1981    18     776382.45    809477.73   1585860.18
1981    19     767286.01    793789.58   1561075.59
1981    20     771818.61    795057.76   1566876.37
1981    21     773358.79    794352.89   1567711.68
1981    22     785605.15    801616.67   1587221.82
1981    23     736567.48    748961.65   1485529.13
1981    24     776486.12    787912.88   1564399.00
1981    25     813694.18    828050.34   1641744.52
1981    26     820528.74    835560.30   1656089.04
1981    27     870823.82    875775.49   1746599.31
1981    28     925782.50    933567.53   1859350.03
1981    29     975155.40    981439.35   1956594.75
1981    30    1049999.49   1071251.99   2121251.48
1981    31    1204281.57   1210760.59   2415042.16
1981    32    1192013.97   1207964.20   2399978.17
1981    33    1175496.43   1194314.92   2369811.35
1981    34     805792.24    818839.66   1624631.90
1981    35     728709.76    728816.68   1457526.44
1981    36     924519.27    920063.48   1844582.75
1981    37     955225.02    949503.86   1904728.88
1981    38     938092.53    938495.69   1876588.22
1981    39     965592.52    960498.85   1926091.37
1981    40     892533.66    889669.45   1782203.11
1981    41     782815.33    777365.34   1560180.67
1981    42     776583.56    775170.68   1551754.24
1981    43     879165.34    871251.35   1750416.69
1981    44     830918.02    828417.14   1659335.16
1981    45     866543.66    864705.33   1731248.99
1981    46     794857.52    785783.31   1580640.83
1981    47     811513.31    806656.43   1618169.74
1981    48     820067.15    819708.38   1639775.53
1981    49     779018.89    771666.39   1550685.28
1981    50     762390.29    760720.96   1523111.25
1981    51     742319.77    725256.93   1467576.70
1981    52     742661.93    724945.69   1467607.62
1981    53     703276.15    676754.69   1380030.84
1981    54     705484.33    675502.54   1380986.87
1981    55     684947.19    622087.10   1307034.29
1981    56     634806.03    559452.36   1194258.39
1981    57     628888.46    494784.26   1123672.72
1981    58     591609.30    442908.14   1034517.44
1981    59     583280.71    423632.11   1006912.82
1981    60     581730.42    429166.69   1010897.11
1981    61     495977.03    382207.44    878184.47
1981    62     477184.83    368230.85    845415.68
1981    63     482385.37    375150.85    857536.22
1981    64     476718.15    372926.05    849644.20
1981    65     465250.93    367788.95    833039.88
1981    66     464342.54    368137.15    832479.69
1981    67     444541.12    349798.27    794339.39
1981    68     436405.99    336361.94    772767.93
1981    69     414401.99    319339.73    733741.72
1981    70     397023.20    307265.54    704288.74
1981    71     377411.79    288278.77    665690.56
1981    72     344251.74    267701.49    611953.23
1981    73     333496.22    250208.79    583705.01
1981    74     260311.65    209460.13    469771.78
1981    75     278582.55    201100.92    479683.47
1981    76     244911.62    180909.38    425821.00
1981    77     243229.42    172996.66    416226.08
1981    78     227541.73    158381.08    385922.81
1981    79     204976.99    138547.04    343524.03
1981    80     173815.45    115749.78    289565.23
1981    81     151520.78     98530.13    250050.91
1981    82     140340.35     84513.64    224853.99
1981    83     116791.48     69452.44    186243.92
1981    84      97510.47     55263.30    152773.77
1981    85      81155.18     45223.01    126378.19
1981    86      65454.95     34946.64    100401.59
1981    87      52390.32     26294.87     78685.19
1981    88      42490.36     20169.36     62659.72
1981    89      29644.80     13798.76     43443.56
1981    90      23898.64     10699.08     34597.72
1981    91      19625.79      7880.63     27506.42
1981    92      13986.69      5436.57     19423.26
1981    93       8945.73      3236.66     12182.39
1981    94       6253.19      2200.81      8454.00
1981    95       4065.76      1277.04      5342.80
1981    96       2622.49       862.68      3485.17
1981    97       1809.33       519.39      2328.72
1981    98       1072.19       311.23      1383.42
1981    99        643.09       179.15       822.24
1981   100        365.07        69.04       434.11
1981   101        205.01        52.04       257.05
1981   102        120.01        30.02       150.03
1981   103         62.00        10.00        72.00
1981   104         30.00         0.00        30.00
1981   105         14.00         2.00        16.00
1981   106          6.00         2.00         8.00
1981   107          2.00         0.00         2.00
1981   108          1.00         1.00         2.00
1981   109          1.00         0.00         1.00
1981   110+         0.00         1.00         1.00
1982     0     738757.64    780790.00   1519547.64
1982     1     757948.63    798930.78   1556879.41
1982     2     787998.74    831044.01   1619042.75
1982     3     823964.32    865575.90   1689540.22
1982     4     842067.82    884959.02   1727026.84
1982     5     880521.07    927135.46   1807656.53
1982     6     916418.84    963998.84   1880417.68
1982     7     975433.13   1028248.57   2003681.70
1982     8    1004567.14   1053955.59   2058522.73
1982     9     987566.25   1039002.40   2026568.65
1982    10     967323.36   1018868.29   1986191.65
1982    11     939066.34    990535.74   1929602.08
1982    12     911413.07    961834.08   1873247.15
1982    13     902322.79    951465.59   1853788.38
1982    14     942829.55    983618.78   1926448.33
1982    15     654712.03    697476.71   1352188.74
1982    16     886851.86    923719.08   1810570.94
1982    17     828882.50    867889.95   1696772.45
1982    18     800027.85    833890.88   1633918.73
1982    19     775074.05    806294.46   1581368.51
1982    20     765455.01    790661.96   1556116.97
1982    21     770534.66    792646.67   1563181.33
1982    22     772482.93    792247.35   1564730.28
1982    23     785046.38    800638.80   1585685.18
1982    24     736444.81    749186.28   1485631.09
1982    25     776347.52    788317.82   1564665.34
1982    26     814079.27    829305.31   1643384.58
1982    27     820585.73    836326.41   1656912.14
1982    28     870666.45    876282.57   1746949.02
1982    29     925360.79    933500.40   1858861.19
1982    30     975000.44    981272.84   1956273.28
1982    31    1049701.08   1070583.53   2120284.61
1982    32    1203931.17   1210007.92   2413939.09
1982    33    1191533.67   1206738.29   2398271.96
1982    34    1175025.23   1193360.30   2368385.53
1982    35     805335.92    817933.21   1623269.13
1982    36     728536.15    728348.74   1456884.89
1982    37     923702.53    918725.25   1842427.78
1982    38     954078.74    947833.30   1901912.04
1982    39     937085.85    936717.66   1873803.51
1982    40     964621.06    958554.77   1923175.83
1982    41     891289.05    887640.07   1778929.12
1982    42     782013.01    775489.13   1557502.14
1982    43     775307.75    773043.63   1548351.38
1982    44     877845.49    868573.86   1746419.35
1982    45     829524.64    825595.95   1655120.59
1982    46     865270.87    861801.96   1727072.83
1982    47     793265.91    782430.49   1575696.40
1982    48     809292.72    802719.35   1612012.07
1982    49     818158.69    815554.10   1633712.79
1982    50     777147.77    767651.91   1544799.68
1982    51     759915.91    755703.11   1515619.02
1982    52     740307.79    720858.45   1461166.24
1982    53     740277.06    720082.69   1460359.75
1982    54     701213.77    671902.92   1373116.69
1982    55     702887.74    670165.33   1373053.07
1982    56     682701.07    617118.34   1299819.41
1982    57     632134.59    554506.10   1186640.69
1982    58     626226.10    490210.22   1116436.32
1982    59     588761.28    438537.64   1027298.92
1982    60     580308.97    419127.89    999436.86
1982    61     578329.32    424023.21   1002352.53
1982    62     492509.70    377031.16    869540.86
1982    63     473758.33    362837.22    836595.55
1982    64     478566.83    369004.01    847570.84
1982    65     472045.94    365901.84    837947.78
1982    66     460821.52    360359.74    821181.26
1982    67     459072.79    360077.06    819149.85
1982    68     439156.29    341208.34    780364.63
1982    69     430326.56    327260.59    757587.15
1982    70     407620.52    309254.83    716875.35
1982    71     390024.09    296848.16    686872.25
1982    72     369501.37    277143.71    646645.08
1982    73     336110.28    256234.45    592344.73
1982    74     324329.34    238172.25    562501.59
1982    75     252195.13    198214.12    450409.25
1982    76     268635.63    189018.84    457654.47
1982    77     234917.87    168796.82    403714.69
1982    78     231858.99    160616.41    392475.40
1982    79     215055.17    145150.69    360205.86
1982    80     191300.76    126539.57    317840.33
1982    81     161592.39    103956.28    265548.67
1982    82     139743.79     87745.36    227489.15
1982    83     127913.26     74367.33    202280.59
1982    84     105174.51     60196.77    165371.28
1982    85      86525.62     47180.48    133706.10
1982    86      70894.45     38187.94    109082.39
1982    87      56246.40     29016.37     85262.77
1982    88      44450.98     21531.44     65982.42
1982    89      35435.17     16125.45     51560.62
1982    90      24202.88     10772.58     34975.46
1982    91      19176.84      8185.27     27362.11
1982    92      15300.06      5896.20     21196.26
1982    93      10607.12      3987.53     14594.65
1982    94       6633.34      2316.00      8949.34
1982    95       4552.90      1529.33      6082.23
1982    96       2867.56       835.72      3703.28
1982    97       1811.35       566.47      2377.82
1982    98       1175.22       345.27      1520.49
1982    99        665.12       188.14       853.26
1982   100        405.05       112.10       517.15
1982   101        215.04        36.02       251.06
1982   102        128.00        36.02       164.02
1982   103         70.00        16.00        86.00
1982   104         40.00         7.00        47.00
1982   105         12.00         0.00        12.00
1982   106          7.00         2.00         9.00
1982   107          2.00         2.00         4.00
1982   108          0.00         0.00         0.00
1982   109          1.00         1.00         2.00
1982   110+         1.00         1.00         2.00
1983     0     733903.66    772351.87   1506255.53
1983     1     737352.07    778268.44   1515620.51
1983     2     758522.38    799220.20   1557742.58
1983     3     788013.68    830874.26   1618887.94
1983     4     823675.57    865103.06   1688778.63
1983     5     842469.78    885201.82   1727671.60
1983     6     880793.99    927206.05   1808000.04
1983     7     916719.59    964178.78   1880898.37
1983     8     975573.08   1028266.08   2003839.16
1983     9    1004731.06   1054006.75   2058737.81
1983    10     987972.71   1039380.96   2027353.67
1983    11     967690.72   1019217.39   1986908.11
1983    12     939218.97    990767.06   1929986.03
1983    13     911940.41    962701.45   1874641.86
1983    14     902692.61    951907.09   1854599.70
1983    15     943486.87    983707.63   1927194.50
1983    16     655674.40    697533.39   1353207.79
1983    17     887967.26    922990.21   1810957.47
1983    18     828320.89    865376.21   1693697.10
1983    19     799018.42    831212.00   1630230.42
1983    20     773766.64    803141.17   1576907.81
1983    21     763568.99    787484.25   1551053.24
1983    22     769234.70    790262.54   1559497.24
1983    23     771592.06    790146.76   1561738.82
1983    24     784485.60    799671.89   1584157.49
1983    25     736359.14    749404.85   1485763.99
1983    26     776245.92    788743.73   1564989.65
1983    27     814450.35    830600.27   1645050.62
1983    28     820618.70    837099.48   1657718.18
1983    29     870514.08    876759.57   1747273.65
1983    30     924964.09    933376.17   1858340.26
1983    31     974814.46    981112.27   1955926.73
1983    32    1049344.64   1069861.95   2119206.59
1983    33    1203591.75   1209180.10   2412771.85
1983    34    1190984.35   1205459.25   2396443.60
1983    35    1174478.00   1192436.61   2366914.61
1983    36     804846.58    817014.67   1621861.25
1983    37     728353.53    727781.66   1456135.19
1983    38     922863.77    917269.83   1840133.60
1983    39     952871.43    946109.59   1898981.02
1983    40     936089.17    934779.38   1870868.55
1983    41     963641.58    956512.48   1920154.06
1983    42     889978.42    885527.49   1775505.91
1983    43     781171.66    773504.71   1554676.37
1983    44     773954.91    770867.40   1544822.31
1983    45     876364.59    865705.03   1742069.62
1983    46     828086.22    822434.30   1650520.52
1983    47     863892.03    858669.18   1722561.21
1983    48     791482.25    778911.30   1570393.55
1983    49     807011.09    798534.81   1605545.90
1983    50     816115.17    810968.19   1627083.36
1983    51     775093.57    763411.95   1538505.52
1983    52     757340.48    750569.83   1507910.31
1983    53     738267.77    715989.27   1454257.04
1983    54     737854.15    715070.21   1452924.36
1983    55     698982.33    666890.68   1365873.01
1983    56     700192.09    664431.43   1364623.52
1983    57     680334.88    611996.08   1292330.96
1983    58     629286.06    549435.37   1178721.43
1983    59     623420.68    485296.57   1108717.25
1983    60     585726.18    433829.54   1019555.72
1983    61     577214.15    414426.16    991640.31
1983    62     574726.13    418620.14    993346.27
1983    63     488879.29    371584.28    860463.57
1983    64     470231.75    357090.90    827322.65
1983    65     474530.19    362750.62    837280.81
1983    66     467092.60    358609.91    825702.51
1983    67     456234.00    352613.72    808847.72
1983    68     453543.91    351564.01    805107.92
1983    69     433425.31    332287.51    765712.82
1983    70     423951.98    317929.38    741881.36
1983    71     400681.90    298891.96    699573.86
1983    72     382564.78    286169.78    668734.56
1983    73     361167.76    265852.69    627020.45
1983    74     327688.63    244609.42    572298.05
1983    75     314931.29    226112.79    541044.08
1983    76     243721.42    186892.22    430613.64
1983    77     258354.49    176865.83    435220.32
1983    78     224643.91    156848.49    381492.40
1983    79     220292.35    148121.16    368413.51
1983    80     200265.16    132531.34    332796.50
1983    81     178657.44    114487.00    293144.44
1983    82     149469.16     92840.46    242309.62
1983    83     128170.66     77691.38    205862.04
1983    84     115986.07     64928.84    180914.91
1983    85      94181.49     51898.18    146079.67
1983    86      76355.76     40183.92    116539.68
1983    87      61824.78     32178.17     94002.95
1983    88      48055.89     23965.36     72021.25
1983    89      37508.70     17346.12     54854.82
1983    90      29363.05     12872.86     42235.91
1983    91      19670.05      8440.73     28110.78
1983    92      15297.13      6250.74     21547.87
1983    93      11854.42      4351.98     16206.40
1983    94       7983.63      2983.73     10967.36
1983    95       4948.03      1643.47      6591.50
1983    96       3277.66      1057.95      4335.61
1983    97       2027.41       556.50      2583.91
1983    98       1245.24       393.34      1638.58
1983    99        786.15       232.18      1018.33
1983   100        431.08       114.08       545.16
1983   101        259.03        67.07       326.10
1983   102        126.02        28.02       154.04
1983   103         85.00        25.01       110.01
1983   104         43.00        10.00        53.00
1983   105         27.00         4.00        31.00
1983   106          6.00         0.00         6.00
1983   107          3.00         2.00         5.00
1983   108          2.00         0.00         2.00
1983   109          0.00         0.00         0.00
1983   110+         0.00         1.00         1.00
1984     0     729974.82    769658.84   1499633.66
1984     1     732738.09    769580.07   1502318.16
1984     2     736567.59    776558.49   1513126.08
1984     3     759326.17    799735.77   1559061.94
1984     4     788069.63    830792.56   1618862.19
1984     5     823442.83    864715.26   1688158.09
1984     6     842917.74    885472.63   1728390.37
1984     7     881101.91    927360.68   1808462.59
1984     8     917000.33    964395.74   1881396.07
1984     9     975718.03   1028316.60   2004034.63
1984    10    1004901.98   1054069.91   2058971.89
1984    11     988419.17   1039788.53   2028207.70
1984    12     968071.09   1019607.51   1987678.60
1984    13     939361.59    990987.36   1930348.95
1984    14     912472.75    963524.77   1875997.52
1984    15     903050.43    952271.52   1855321.95
1984    16     944079.18    983578.28   1927657.46
1984    17     656569.75    697393.88   1353963.63
1984    18     889042.66    922254.30   1811296.96
1984    19     827739.28    862787.37   1690526.65
1984    20     798009.99    828531.07   1626541.06
1984    21     772429.22    799939.80   1572369.02
1984    22     761684.98    784299.49   1545984.47
1984    23     767920.73    787873.36   1555794.09
1984    24     770671.18    788030.12   1558701.30
1984    25     783874.80    798682.92   1582557.72
1984    26     736201.46    749624.39   1485825.85
1984    27     776112.31    789077.52   1565189.83
1984    28     814840.44    831791.09   1646631.53
1984    29     820651.67    837865.50   1658517.17
1984    30     870320.70    877185.47   1747506.17
1984    31     924525.37    933195.84   1857721.21
1984    32     974649.48    980879.58   1955529.06
1984    33    1049032.21   1069091.27   2118123.48
1984    34    1203139.30   1208314.18   2411453.48
1984    35    1190378.00   1204042.01   2394420.01
1984    36    1173874.74   1191327.69   2365202.43
1984    37     804331.23    815971.96   1620303.19
1984    38     728120.90    727129.44   1455250.34
1984    39     921958.99    915560.11   1837519.10
1984    40     951656.11    944096.54   1895752.65
1984    41     934935.43    932685.86   1867621.29
1984    42     962561.06    954206.85   1916767.91
1984    43     888664.77    883140.56   1771805.33
1984    44     780212.28    771335.01   1551547.29
1984    45     772535.04    768342.75   1540877.79
1984    46     874811.65    862527.79   1737339.44
1984    47     826557.77    819076.30   1645634.07
1984    48     862325.14    855256.96   1717582.10
1984    49     789672.57    774993.57   1564666.14
1984    50     804621.42    793819.58   1598441.00
1984    51     813981.61    806112.78   1620094.39
1984    52     772870.32    758465.13   1531335.45
1984    53     754668.00    744967.87   1499635.87
1984    54     736079.69    710875.59   1446955.28
1984    55     735178.15    709337.82   1444515.97
1984    56     696612.83    661237.58   1357850.41
1984    57     697253.36    658226.80   1355480.16
1984    58     677762.61    606391.08   1284153.69
1984    59     626366.49    543674.74   1170041.23
1984    60     620524.19    480073.34   1100597.53
1984    61     582412.98    428760.83   1011173.81
1984    62     573762.21    409283.75    983045.96
1984    63     570788.82    412745.33    983534.15
1984    64     484912.75    365710.70    850623.45
1984    65     466442.06    351063.97    817506.03
1984    66     470173.42    355908.34    826081.76
1984    67     461781.13    350835.12    812616.25
1984    68     451126.31    344384.80    795511.11
1984    69     447508.85    342789.21    790298.06
1984    70     427184.14    322770.61    749954.75
1984    71     416937.18    307648.77    724585.95
1984    72     392943.03    288045.04    680988.07
1984    73     374539.24    274852.20    649391.44
1984    74     352102.88    253657.18    605760.06
1984    75     318268.66    232212.01    550480.67
1984    76     304592.90    213367.00    517959.90
1984    77     234708.48    175027.15    409735.63
1984    78     247494.09    164469.86    411963.95
1984    79     213479.63    144631.18    358110.81
1984    80     203842.90    134561.84    338404.74
1984    81     187113.56    119773.43    306886.99
1984    82     165467.83    102124.43    267592.26
1984    83     137046.71     82015.20    219061.91
1984    84     116133.28     67736.87    183870.15
1984    85     103793.66     55783.02    159576.68
1984    86      83161.31     43984.41    127145.72
1984    87      66308.78     33563.26     99872.04
1984    88      52972.02     26429.25     79401.27
1984    89      40233.34     19403.46     59636.80
1984    90      30886.40     13621.94     44508.34
1984    91      23702.93      9907.32     33610.25
1984    92      15472.22      6367.96     21840.18
1984    93      11744.42      4642.36     16386.78
1984    94       8928.84      3171.97     12100.81
1984    95       5801.20      2153.02      7954.22
1984    96       3512.74      1143.04      4655.78
1984    97       2266.46       722.66      2989.12
1984    98       1368.28       370.34      1738.62
1984    99        818.15       259.23      1077.38
1984   100        481.09       135.10       616.19
1984   101        278.05        71.05       349.10
1984   102        161.01        42.05       203.06
1984   103         82.01        15.00        97.01
1984   104         42.00        13.00        55.00
1984   105         30.00         5.00        35.00
1984   106         12.00         1.00        13.00
1984   107          1.00         0.00         1.00
1984   108          3.00         1.00         4.00
1984   109          1.00         0.00         1.00
1984   110+         0.00         1.00         1.00
1985     0     721815.08    758922.73   1480737.81
1985     1     728843.60    766101.05   1494944.65
1985     2     732161.63    767569.95   1499731.58
1985     3     735953.15    775038.72   1510991.87
1985     4     760189.96    800325.43   1560515.39
1985     5     788179.58    830764.92   1618944.50
1985     6     823254.10    864391.54   1687645.64
1985     7     843375.70    885805.51   1729181.21
1985     8     881471.85    927584.38   1809056.23
1985     9     917325.08    964705.79   1882030.87
1985    10     975895.98   1028415.18   2004311.16
1985    11    1005083.89   1054151.09   2059234.98
1985    12     988856.63   1040184.10   2029040.73
1985    13     968468.45   1019946.60   1988415.05
1985    14     939511.22    991191.66   1930702.88
1985    15     912959.08    964278.05   1877237.13
1985    16     903406.24    952486.85   1855893.09
1985    17     944657.48    983256.81   1927914.29
1985    18     657493.10    697253.40   1354746.50
1985    19     890111.04    921462.39   1811573.43
1985    20     827148.66    860210.59   1687359.25
1985    21     796982.56    825896.23   1622878.79
1985    22     771111.80    796812.53   1567924.33
1985    23     759806.96    781113.78   1540920.74
1985    24     766602.76    785561.30   1552164.06
1985    25     769753.30    785937.54   1555690.84
1985    26     783272.01    797720.01   1580992.02
1985    27     736061.77    749866.99   1485928.76
1985    28     775953.69    789514.44   1565468.13
1985    29     815196.50    833032.01   1648228.51
1985    30     820674.63    838603.54   1659278.17
1985    31     870124.30    877678.49   1747802.79
1985    32     924073.63    933028.58   1857102.21
1985    33     974424.48    980636.95   1955061.43
1985    34    1048695.76   1068295.65   2116991.41
1985    35    1202651.83   1207304.23   2409956.06
1985    36    1189813.65   1202573.83   2392387.48
1985    37    1173219.46   1190092.77   2363312.23
1985    38     803742.86    814853.28   1618596.14
1985    39     727906.25    726341.20   1454247.45
1985    40     920972.18    913777.45   1834749.63
1985    41     950318.74    941982.54   1892301.28
1985    42     933700.67    930429.35   1864130.02
1985    43     961379.50    951808.29   1913187.79
1985    44     887215.07    880533.61   1767748.68
1985    45     779152.86    768954.29   1548107.15
1985    46     771017.12    765650.13   1536667.25
1985    47     873147.67    859236.65   1732384.32
1985    48     824839.25    815538.38   1640377.63
1985    49     860693.20    851739.90   1712433.10
1985    50     787740.82    770813.89   1558554.71
1985    51     802172.69    789017.58   1591190.27
1985    52     811728.97    800878.39   1612607.36
1985    53     770601.01    753306.49   1523907.50
1985    54     751926.46    738903.90   1490830.36
1985    55     733798.55    705310.91   1439109.46
1985    56     732480.10    703428.68   1435908.78
1985    57     694166.26    655289.65   1349455.91
1985    58     694255.55    651814.41   1346069.96
1985    59     675042.25    600418.20   1275460.45
1985    60     623135.78    537744.38   1160880.16
1985    61     617356.58    474452.17   1091808.75
1985    62     579023.70    423294.18   1002317.88
1985    63     570247.19    403865.49    974112.68
1985    64     566746.41    406462.62    973209.03
1985    65     480788.11    359363.16    840151.27
1985    66     462287.21    344675.19    806962.40
1985    67     465561.51    348703.25    814264.76
1985    68     456119.49    342658.56    798778.05
1985    69     445564.41    335894.26    781458.67
1985    70     441075.58    333510.63    774586.21
1985    71     420566.77    312919.11    733485.88
1985    72     409639.17    296989.59    706628.76
1985    73     384754.90    276904.65    661659.55
1985    74     365958.43    263163.12    629121.55
1985    75     342570.72    241239.37    583810.09
1985    76     308571.45    219616.31    528187.76
1985    77     293762.22    200349.89    494112.11
1985    78     225196.25    163157.91    388354.16
1985    79     236070.38    152125.79    388196.17
1985    80     202708.21    133678.44    336386.65
1985    81     191121.15    122005.98    313127.13
1985    82     173917.71    107396.71    281314.42
1985    83     152233.97     90419.23    242653.20
1985    84     124714.05     71692.09    196406.14
1985    85     104455.76     58472.59    162928.35
1985    86      92277.17     47501.51    139778.68
1985    87      72753.06     36908.85    109661.91
1985    88      57083.79     27782.72     84866.51
1985    89      44773.25     21419.31     66192.56
1985    90      33499.89     15478.38     48978.27
1985    91      25052.14     10653.60     35705.74
1985    92      18867.89      7566.48     26434.37
1985    93      12022.47      4814.74     16837.21
1985    94       8856.80      3360.35     12217.15
1985    95       6637.35      2286.28      8923.63
1985    96       4233.86      1502.51      5736.37
1985    97       2522.53       799.78      3322.31
1985    98       1547.31       485.48      2032.79
1985    99        943.19       231.23      1174.42
1985   100        536.09       163.15       699.24
1985   101        310.05        84.06       394.11
1985   102        174.03        45.03       219.06
1985   103         89.00        28.04       117.04
1985   104         41.00         9.00        50.00
1985   105         26.00         8.00        34.00
1985   106         16.00         1.00        17.00
1985   107          8.00         1.00         9.00
1985   108          1.00         0.00         1.00
1985   109          2.00         1.00         3.00
1985   110+         0.00         1.00         1.00
1986     0     682662.25    716846.19   1399508.44
1986     1     720706.63    755758.28   1476464.91
1986     2     728394.34    764018.62   1492412.96
1986     3     731903.88    766244.27   1498148.15
1986     4     735682.78    774063.79   1509746.57
1986     5     760894.91    800885.51   1561780.42
1986     6     788350.23    830836.42   1619186.65
1986     7     823217.71    864291.47   1687509.18
1986     8     843736.71    886147.81   1729884.52
1986     9     881820.91    927915.16   1809736.07
1986    10     917575.80    964969.52   1882545.32
1986    11     976016.63   1028674.00   2004690.63
1986    12    1005118.02   1054224.95   2059342.97
1986    13     989138.58   1040429.95   2029568.53
1986    14     968696.38   1019857.48   1988553.86
1986    15     939419.24    990931.08   1930350.32
1986    16     912690.42    963382.70   1876073.12
1986    17     903004.58    951005.80   1854010.38
1986    18     944193.64    981235.16   1925428.80
1986    19     657383.52    695668.86   1353052.38
1986    20     889882.75    919175.59   1809058.34
1986    21     826013.95    856941.80   1682955.75
1986    22     795675.62    822905.07   1618580.69
1986    23     769692.56    793754.48   1563447.04
1986    24     758002.16    778227.30   1536229.46
1986    25     765277.86    783351.22   1548629.08
1986    26     768860.38    784156.93   1553017.31
1986    27     782641.62    796742.36   1579383.98
1986    28     735781.63    749814.95   1485596.58
1986    29     775762.08    789740.40   1565502.48
1986    30     815230.39    833626.36   1648856.75
1986    31     820600.48    839053.08   1659653.56
1986    32     869860.57    877831.52   1747692.09
1986    33     923596.22    932742.57   1856338.79
1986    34     974051.68    980145.35   1954197.03
1986    35    1048116.26   1067297.06   2115413.32
1986    36    1202125.08   1206304.97   2408430.05
1986    37    1189042.15   1201139.69   2390181.84
1986    38    1172512.61   1188740.44   2361253.05
1986    39     803126.85    813754.31   1616881.16
1986    40     727444.62    725382.01   1452826.63
1986    41     919824.46    911992.86   1831817.32
1986    42     948895.74    939850.27   1888746.01
1986    43     932432.35    928435.67   1860868.02
1986    44     959892.46    949229.03   1909121.49
1986    45     885614.35    877927.57   1763541.92
1986    46     777812.38    766453.34   1544265.72
1986    47     769433.58    762808.48   1532242.06
1986    48     871430.40    855840.59   1727270.99
1986    49     823159.78    811982.05   1635141.83
1986    50     858769.80    847712.40   1706482.20
1986    51     785771.66    766691.00   1552462.66
1986    52     799592.60    784010.71   1583603.31
1986    53     809547.03    795760.75   1605307.78
1986    54     768232.51    748026.90   1516259.41
1986    55     749199.06    733007.55   1482206.61
